//U6O MapEdit Full Export V1.23
//house costs
patchx=0; patchy=0; //always 0 so far

housenumber=65535;//Non house tiles
item000927->more=item000928;

object* item001016=OBJaddnew(1113,961,310+1024*2,0,0);//portcullis
object* item001018=OBJaddnew(1113,962,310+1024*3,0,0);//portcullis
object* item001059=OBJaddnew(1112,925,268+1024*0,0,0);//lever
item001059->more=item001016;
item001016->more=item001018;

object* item001017=OBJaddnew(1117,961,310+1024*2,0,0);//portcullis
object* item001019=OBJaddnew(1117,962,310+1024*3,0,0);//portcullis
object* item001064=OBJaddnew(1118,925,268+1024*0,0,0);//lever
item001064->more=item001017;
item001017->more=item001019;

object* item001026=OBJaddnew(1113,953,310+1024*2,0,0);//portcullis
object* item001028=OBJaddnew(1113,954,310+1024*3,0,0);//portcullis
object* item001060=OBJaddnew(1112,924,268+1024*0,0,0);//lever
item001060->more=item001026;
item001026->more=item001028;

object* item001027=OBJaddnew(1117,953,310+1024*2,0,0);//portcullis
object* item001029=OBJaddnew(1117,954,310+1024*3,0,0);//portcullis
object* item001065=OBJaddnew(1118,924,268+1024*0,0,0);//lever
item001065->more=item001027;
item001027->more=item001029;

object* item001034=OBJaddnew(1113,945,310+1024*2,0,0);//portcullis
object* item001035=OBJaddnew(1113,946,310+1024*3,0,0);//portcullis
object* item001061=OBJaddnew(1112,923,268+1024*0,0,0);//lever
item001061->more=item001034;
item001034->more=item001035;

object* item001036=OBJaddnew(1117,945,310+1024*2,0,0);//portcullis
object* item001038=OBJaddnew(1117,946,310+1024*3,0,0);//portcullis
object* item001066=OBJaddnew(1118,923,268+1024*0,0,0);//lever
item001066->more=item001036;
item001036->more=item001038;

object* item001043=OBJaddnew(1117,937,310+1024*2,0,0);//portcullis
object* item001044=OBJaddnew(1117,938,310+1024*3,0,0);//portcullis
object* item001067=OBJaddnew(1117,923,268+1024*0,0,0);//lever
item001067->more=item001043;
item001043->more=item001044;

object* item001045=OBJaddnew(1113,937,310+1024*2,0,0);//portcullis
object* item001046=OBJaddnew(1113,938,310+1024*3,0,0);//portcullis
object* item001062=OBJaddnew(1113,923,268+1024*0,0,0);//lever
item001062->more=item001045;
item001045->more=item001046;

object* item001051=OBJaddnew(1117,929,310+1024*2,0,0);//portcullis
object* item001052=OBJaddnew(1117,930,310+1024*3,0,0);//portcullis
object* item001068=OBJaddnew(1116,923,268+1024*0,0,0);//lever
item001068->more=item001051;
item001051->more=item001052;

object* item001053=OBJaddnew(1113,929,310+1024*2,0,0);//portcullis
object* item001054=OBJaddnew(1113,930,310+1024*3,0,0);//portcullis
object* item001063=OBJaddnew(1114,923,268+1024*0,0,0);//lever
item001063->more=item001053;
item001053->more=item001054;

object* item001616=OBJaddnew(1034,1018,310+1024*2,0,0);//portcullis
object* item001617=OBJaddnew(1034,1019,310+1024*3,0,0);//portcullis
object* item000319=OBJaddnew(1075,931,268+1024*0,0,0);//lever
item000319->more=item001616;
item001616->more=item001617;

object* item001624=OBJaddnew(1141,1002,310+1024*0,0,0);//portcullis
object* item001625=OBJaddnew(1142,1002,310+1024*1,0,0);//portcullis
object* item001179=OBJaddnew(1110,924,268+1024*0,0,0);//lever
item001179->more=item001624;
item001624->more=item001625;

object* item001635=OBJaddnew(1046,973,310+1024*0,0,0);//portcullis
object* item001636=OBJaddnew(1047,973,310+1024*1,0,0);//portcullis
object* item000919=OBJaddnew(1136,1004,268+1024*0,0,0);//lever
item000919->more=item001635;
item001635->more=item001636;

object* item001639=OBJaddnew(1072,963,310+1024*0,0,0);//portcullis
object* item001640=OBJaddnew(1073,963,310+1024*1,0,0);//portcullis
object* item000913=OBJaddnew(1118,990,268+1024*0,0,0);//lever
item000913->more=item001639;
item001639->more=item001640;

object* item000318=OBJaddnew(1033,961,174+1024*0,0,0);//switch
object* item000271=OBJaddnew(1029,917,175+1024*0,0,0);//electric field
item000271->more=item000318;


object* item000009=OBJaddnew(245,218,377+1024*0,0,0);//swashbucker

object* item000010=OBJaddnew(242,221,377+1024*0,0,0);//swashbucker

object* item000011=OBJaddnew(242,217,376+1024*0,0,0);//fighter

object* item000012=OBJaddnew(244,220,376+1024*0,0,0);//fighter

object* item000013=OBJaddnew(235,228,376+1024*0,0,0);//fighter

object* item000014=OBJaddnew(234,232,377+1024*0,0,0);//swashbucker


object* item000016=OBJaddnew(231,232,163+1024*6,0,0);//bed

object* item000017=OBJaddnew(229,233,163+1024*7,0,0);//bed

object* item000018=OBJaddnew(230,229,162+1024*0,0,0);//stove

object* item000019=OBJaddnew(230,230,162+1024*1,0,0);//stove

object* item000020=OBJaddnew(229,232,163+1024*6,0,0);//bed

object* item000021=OBJaddnew(231,233,163+1024*7,0,0);//bed

object* item000022=OBJaddnew(231,229,176+1024*2,0,0);//chest of drawers

object* item000023=OBJaddnew(231,230,176+1024*3,0,0);//chest of drawers

object* item000024=OBJaddnew(232,229,142+1024*1,0,0);//decorative shield

object* item000025=OBJaddnew(232,229,141+1024*1,0,0);//decorative sword

object* item000026=OBJaddnew(231,230,137+1024*0,0,0);//trousers

object* item000027=OBJaddnew(231,230,124+1024*0,0,0);//tunic



object* item000030=OBJaddnew(230,233,98+1024*2,0,0);//chest

object* item000031=OBJaddnew(232,233,98+1024*2,0,0);//chest

object* item000032=OBJaddnew(230,233,38+1024*0,0,0);//dagger

object* item000033=OBJaddnew(232,233,38+1024*0,0,0);//dagger


object* item000035=OBJaddnew(230,233,17+1024*0,0,0);//cloth armour

object* item000036=OBJaddnew(232,233,1+1024*0,0,0);//leather helm

object* item000037=OBJaddnew(230,231,378+1024*0,0,0);//mage

object* item000038=OBJaddnew(232,232,377+1024*0,0,0);//swashbucker

object* item000039=OBJaddnew(232,230,376+1024*0,0,0);//fighter

object* item000040=OBJaddnew(1029,918,334+1024*0,0,0);//secret door

object* item000041=OBJaddnew(1025,914,192+1024*1,0,0);//crate

object* item000042=OBJaddnew(1026,914,192+1024*1,0,0);//crate

object* item000043=OBJaddnew(1025,915,192+1024*1,0,0);//crate

object* item000044=OBJaddnew(1027,914,192+1024*1,0,0);//crate

object* item000045=OBJaddnew(1025,916,192+1024*1,0,0);//crate


object* item000047=OBJaddnew(1025,916,43+1024*0,0,0);//sword

object* item000048=OBJaddnew(1025,916,35+1024*0,0,0);//main gauche

object* item000049=OBJaddnew(1025,916,1+1024*0,0,0);//leather helm

object* item000050=OBJaddnew(1027,914,33+1024*0,0,0);//sling


object* item000052=OBJaddnew(1027,914,2+1024*0,0,0);//chain helm

object* item000053=OBJaddnew(1026,914,42+1024*0,0,0);//crossbow

object* item000054=OBJaddnew(1026,914,19+1024*0,0,0);//ringmail armour

object* item000055=OBJaddnew(1027,914,9+1024*0,0,0);//wooden shield

object* item000056=OBJaddnew(1025,914,41+1024*0,0,0);//bow

object* item000057=OBJaddnew(1025,914,36+1024*0,0,0);//spear


object* item000059=OBJaddnew(1025,915,18+1024*0,0,0);//leather armour

object* item000060=OBJaddnew(1025,915,17+1024*0,0,0);//cloth armour

object* item000061=OBJaddnew(1029,914,98+1024*2,0,0);//chest

object* item000062=OBJaddnew(1029,914,88+1024*0,0,0);//gold coin

object* item000063=OBJaddnew(1029,919,173+1024*0,0,0);//trap


object* item000065=OBJaddnew(1027,916,378+1024*0,0,0);//mage


object* item000067=OBJaddnew(1030,916,376+1024*0,0,0);//fighter

object* item000068=OBJaddnew(1026,915,378+1024*0,0,0);//mage

object* item000069=OBJaddnew(1027,917,376+1024*0,0,0);//fighter


object* item000071=OBJaddnew(1028,916,377+1024*0,0,0);//swashbucker

object* item000072=OBJaddnew(1028,914,98+1024*2,0,0);//chest


object* item000074=OBJaddnew(1030,914,98+1024*3,0,0);//chest

object* item000075=OBJaddnew(1030,914,82+1024*0,0,0);//ring

object* item000076=OBJaddnew(1030,914,77+1024*0,0,0);//gem

object* item000077=OBJaddnew(1026,922,382+1024*4,0,0);//guard

object* item000078=OBJaddnew(1029,920,382+1024*9,0,0);//guard

object* item000079=OBJaddnew(1025,920,378+1024*0,0,0);//mage

object* item000080=OBJaddnew(1027,920,378+1024*4,0,0);//mage


OBJaddnew(1083,967,305+1024*1,0, 15073509); // pointing at something

object* item000083=OBJaddnew(1087,970,334+1024*2,0,0);//secret door


object* item000085=OBJaddnew(1085,968,376+1024*12,0,0);//fighter

object* item000086=OBJaddnew(1085,969,378+1024*0,0,0);//mage

object* item000087=OBJaddnew(1083,968,376+1024*0,0,0);//fighter

object* item000088=OBJaddnew(1084,967,377+1024*0,0,0);//swashbucker

object* item000089=OBJaddnew(1083,970,206+1024*1,0,0);//brazier

object* item000090=OBJaddnew(1086,967,206+1024*1,0,0);//brazier

object* item000091=OBJaddnew(1025,917,206+1024*1,0,0);//brazier

object* item000092=OBJaddnew(1030,917,206+1024*1,0,0);//brazier


object* item000094=OBJaddnew(1084,970,192+1024*1,0,0);//crate

object* item000095=OBJaddnew(1085,967,192+1024*1,0,0);//crate

object* item000096=OBJaddnew(1086,970,98+1024*1,0,0);//chest

object* item000097=OBJaddnew(1084,970,128+1024*0,0,0);//bread

object* item000098=OBJaddnew(1085,967,129+1024*0,0,0);//meat



object* item000101=OBJaddnew(1086,968,192+1024*1,0,0);//crate


object* item000103=OBJaddnew(1086,968,63+1024*0,0,0);//lockpick




object* item000107=OBJaddnew(259,232,347+1024*0,0,0);//reaper






object* item000113=OBJaddnew(254,234,347+1024*0,0,0);//reaper



object* item000116=OBJaddnew(252,238,347+1024*0,0,0);//reaper

object* item000117=OBJaddnew(253,247,347+1024*0,0,0);//reaper

object* item000118=OBJaddnew(255,248,347+1024*0,0,0);//reaper


object* item000120=OBJaddnew(244,244,347+1024*0,0,0);//reaper


object* item000122=OBJaddnew(1086,968,34+1024*0,0,0);//club

object* item000123=OBJaddnew(1025,914,24+1024*0,0,0);//spiked collar

object* item000124=OBJaddnew(1086,970,88+1024*0,0,0);//gold coin




object* item000128=OBJaddnew(1091,969,376+1024*0,0,0);//fighter

object* item000129=OBJaddnew(1091,970,377+1024*0,0,0);//swashbucker

object* item000130=OBJaddnew(1092,970,376+1024*0,0,0);//fighter

object* item000131=OBJaddnew(1093,969,378+1024*0,0,0);//mage




object* item000141=OBJaddnew(1093,959,342+1024*4,0,0);//giant rat


object* item000143=OBJaddnew(1083,951,378+1024*0,0,0);//mage


object* item000145=OBJaddnew(1083,954,376+1024*0,0,0);//fighter

object* item000146=OBJaddnew(1081,954,377+1024*0,0,0);//swashbucker

object* item000147=OBJaddnew(1081,953,376+1024*0,0,0);//fighter

object* item000148=OBJaddnew(1083,953,377+1024*0,0,0);//swashbucker


object* item000150=OBJaddnew(1082,954,382+1024*0,0,0);//guard

object* item000151=OBJaddnew(1082,953,382+1024*0,0,0);//guard

object* item000152=OBJaddnew(1081,951,378+1024*0,0,0);//mage

object* item000153=OBJaddnew(1082,951,378+1024*0,0,0);//mage

object* item000154=OBJaddnew(1092,981,354+1024*0,0,0);//mouse

object* item000155=OBJaddnew(1094,981,342+1024*0,0,0);//giant rat


object* item000157=OBJaddnew(1086,980,342+1024*0,0,0);//giant rat

object* item000158=OBJaddnew(1087,981,342+1024*0,0,0);//giant rat

object* item000159=OBJaddnew(1086,982,342+1024*0,0,0);//giant rat


object* item000168=OBJaddnew(1035,952,324+1024*3,0,0);//pillar

object* item000169=OBJaddnew(1030,952,324+1024*3,0,0);//pillar

object* item000170=OBJaddnew(1030,956,324+1024*3,0,0);//pillar

object* item000171=OBJaddnew(1035,956,324+1024*3,0,0);//pillar

object* item000172=OBJaddnew(1029,951,324+1024*0,0,0);//pillar

object* item000173=OBJaddnew(1034,951,324+1024*0,0,0);//pillar

object* item000174=OBJaddnew(1029,955,324+1024*0,0,0);//pillar

object* item000175=OBJaddnew(1034,955,324+1024*0,0,0);//pillar

object* item000176=OBJaddnew(1030,951,324+1024*1,0,0);//pillar

object* item000177=OBJaddnew(1035,951,324+1024*1,0,0);//pillar

object* item000178=OBJaddnew(1035,955,324+1024*1,0,0);//pillar

object* item000179=OBJaddnew(1030,955,324+1024*1,0,0);//pillar

object* item000180=OBJaddnew(1029,952,324+1024*2,0,0);//pillar

object* item000181=OBJaddnew(1034,952,324+1024*2,0,0);//pillar

object* item000182=OBJaddnew(1034,956,324+1024*2,0,0);//pillar

object* item000183=OBJaddnew(1029,956,324+1024*2,0,0);//pillar


























object* item000209=OBJaddnew(1032,954,367+1024*0,0,0);//demon

object* item000210=OBJaddnew(1031,948,317+1024*0,0,0);//fire field

object* item000211=OBJaddnew(1033,948,317+1024*0,0,0);//fire field

object* item000212=OBJaddnew(1031,960,317+1024*0,0,0);//fire field

object* item000213=OBJaddnew(1033,960,317+1024*0,0,0);//fire field

object* item000214=OBJaddnew(1038,953,317+1024*0,0,0);//fire field

object* item000215=OBJaddnew(1038,955,317+1024*0,0,0);//fire field

object* item000216=OBJaddnew(1026,953,317+1024*0,0,0);//fire field

object* item000217=OBJaddnew(1026,955,317+1024*0,0,0);//fire field


object* item000219=OBJaddnew(1028,957,317+1024*0,0,0);//fire field

object* item000220=OBJaddnew(1029,958,317+1024*0,0,0);//fire field

object* item000221=OBJaddnew(1035,950,317+1024*0,0,0);//fire field

object* item000222=OBJaddnew(1036,951,317+1024*0,0,0);//fire field

object* item000223=OBJaddnew(1036,957,317+1024*0,0,0);//fire field

object* item000224=OBJaddnew(1035,958,317+1024*0,0,0);//fire field

object* item000225=OBJaddnew(1028,951,317+1024*0,0,0);//fire field

object* item000226=OBJaddnew(1029,950,317+1024*0,0,0);//fire field

object* item000227=OBJaddnew(1026,954,338+1024*1,0,0);//blood

object* item000228=OBJaddnew(1038,954,338+1024*0,0,0);//blood

object* item000229=OBJaddnew(1032,960,338+1024*2,0,0);//blood

object* item000230=OBJaddnew(1032,948,338+1024*2,0,0);//blood

object* item000231=OBJaddnew(1026,954,339+1024*8,0,0);//dead body

object* item000232=OBJaddnew(1038,954,339+1024*8,0,0);//dead body

object* item000233=OBJaddnew(1032,960,339+1024*8,0,0);//dead body

object* item000234=OBJaddnew(1032,948,339+1024*8,0,0);//dead body

object* item000235=OBJaddnew(1032,952,378+1024*9,0,0);//mage

object* item000236=OBJaddnew(1032,956,378+1024*0,0,0);//mage

object* item000237=OBJaddnew(1030,954,378+1024*4,0,0);//mage

object* item000238=OBJaddnew(1034,954,378+1024*13,0,0);//mage










object* item000248=OBJaddnew(1028,953,352+1024*0,0,0);//ghost

object* item000249=OBJaddnew(1034,950,352+1024*0,0,0);//ghost

object* item000250=OBJaddnew(1036,954,352+1024*0,0,0);//ghost

object* item000251=OBJaddnew(1031,958,352+1024*0,0,0);//ghost

object* item000252=OBJaddnew(1033,957,368+1024*0,0,0);//skeleton

object* item000253=OBJaddnew(1031,951,368+1024*0,0,0);//skeleton

object* item000254=OBJaddnew(1036,953,368+1024*0,0,0);//skeleton

object* item000255=OBJaddnew(1028,955,368+1024*0,0,0);//skeleton

object* item000256=OBJaddnew(1033,951,338+1024*0,0,0);//blood

object* item000257=OBJaddnew(1033,955,338+1024*1,0,0);//blood

object* item000258=OBJaddnew(1029,954,338+1024*2,0,0);//blood

object* item000259=OBJaddnew(1030,957,338+1024*0,0,0);//blood

object* item000260=OBJaddnew(1028,952,338+1024*1,0,0);//blood

object* item000261=OBJaddnew(1035,953,338+1024*2,0,0);//blood

object* item000262=OBJaddnew(1034,957,338+1024*0,0,0);//blood

object* item000263=OBJaddnew(1031,950,338+1024*2,0,0);//blood





object* item000268=OBJaddnew(1029,915,377+1024*0,0,0);//swashbucker






object* item000273=OBJaddnew(1032,961,334+1024*0,0,0);//secret door


object* item000275=OBJaddnew(1032,962,368+1024*0,0,0);//skeleton




object* item000279=OBJaddnew(1031,953,339+1024*9,0,0);//dead body

object* item000280=OBJaddnew(1036,955,339+1024*9,0,0);//dead body

object* item000281=OBJaddnew(1030,958,339+1024*9,0,0);//dead body

object* item000282=OBJaddnew(1029,922,377+1024*0,0,0);//swashbucker

object* item000283=OBJaddnew(1030,922,376+1024*0,0,0);//fighter

object* item000284=OBJaddnew(1027,923,377+1024*0,0,0);//swashbucker

object* item000285=OBJaddnew(1030,921,377+1024*0,0,0);//swashbucker

object* item000286=OBJaddnew(1026,939,377+1024*0,0,0);//swashbucker

object* item000287=OBJaddnew(1025,936,376+1024*0,0,0);//fighter

object* item000288=OBJaddnew(1026,935,377+1024*0,0,0);//swashbucker

object* item000289=OBJaddnew(1026,941,378+1024*0,0,0);//mage

object* item000290=OBJaddnew(1048,939,378+1024*0,0,0);//mage

object* item000291=OBJaddnew(1049,938,376+1024*0,0,0);//fighter

object* item000292=OBJaddnew(1049,939,377+1024*0,0,0);//swashbucker


object* item000294=OBJaddnew(1049,940,376+1024*0,0,0);//fighter


object* item000296=OBJaddnew(1031,943,378+1024*0,0,0);//mage



object* item000299=OBJaddnew(1058,944,342+1024*0,0,0);//giant rat

object* item000300=OBJaddnew(1039,928,342+1024*0,0,0);//giant rat

object* item000301=OBJaddnew(1072,939,376+1024*0,0,0);//fighter

object* item000302=OBJaddnew(1072,940,377+1024*0,0,0);//swashbucker

object* item000303=OBJaddnew(1071,941,376+1024*0,0,0);//fighter

object* item000304=OBJaddnew(1070,939,377+1024*0,0,0);//swashbucker

object* item000305=OBJaddnew(1068,940,378+1024*0,0,0);//mage

object* item000306=OBJaddnew(1081,969,354+1024*0,0,0);//mouse

object* item000307=OBJaddnew(1082,969,213+1024*0,0,0);//mousehole

object* item000308=OBJaddnew(1080,969,257+1024*0,0,0);//regeneration ring

object* item000309=OBJaddnew(1081,968,132+1024*0,0,0);//cheese

object* item000310=OBJaddnew(1084,965,77+1024*0,0,0);//gem


object* item000312=OBJaddnew(1027,914,14+1024*0,0,0);//black shield

object* item000313=OBJaddnew(1025,915,20+1024*0,0,0);//scalemail armour

object* item000314=OBJaddnew(1081,943,342+1024*0,0,0);//giant rat


object* item000316=OBJaddnew(1033,962,339+1024*9,0,0);//dead body

object* item000317=OBJaddnew(1033,962,368+1024*0,0,0);//skeleton



object* item000324=OBJaddnew(1068,931,376+1024*0,0,0);//fighter

object* item000325=OBJaddnew(1070,930,377+1024*0,0,0);//swashbucker

object* item000326=OBJaddnew(1067,932,376+1024*0,0,0);//fighter

object* item000327=OBJaddnew(1065,932,377+1024*0,0,0);//swashbucker


object* item000329=OBJaddnew(1072,932,378+1024*0,0,0);//mage

object* item000330=OBJaddnew(1065,930,382+1024*0,0,0);//guard

object* item000331=OBJaddnew(1071,931,378+1024*0,0,0);//mage


object* item000333=OBJaddnew(1063,931,377+1024*0,0,0);//swashbucker



object* item000339=OBJaddnew(1075,931,320+1024*0,0,0);//sleep field


object* item000343=OBJaddnew(1052,922,342+1024*0,0,0);//giant rat

object* item000344=OBJaddnew(1033,961,140+1024*1,0,0);//wall mount

object* item000345=OBJaddnew(1033,961,141+1024*1,0,0);//decorative sword

object* item000347=OBJaddnew(1042,925,320+1024*0,0,0);//sleep field

object* item000348=OBJaddnew(1043,926,378+1024*0,0,0);//mage

object* item000349=OBJaddnew(1042,926,378+1024*0,0,0);//mage

object* item000350=OBJaddnew(1043,925,378+1024*0,0,0);//mage



object* item000353=OBJaddnew(1045,926,424+1024*0,0,0);//cyclops

object* item000354=OBJaddnew(1046,926,424+1024*1,0,0);//cyclops

object* item000355=OBJaddnew(1045,927,424+1024*2,0,0);//cyclops

object* item000356=OBJaddnew(1046,927,424+1024*3,0,0);//cyclops

object* item000357=OBJaddnew(1045,928,382+1024*0,0,0);//guard

object* item000358=OBJaddnew(1048,926,376+1024*0,0,0);//fighter

object* item000359=OBJaddnew(1046,929,376+1024*0,0,0);//fighter

object* item000360=OBJaddnew(1048,928,376+1024*0,0,0);//fighter

object* item000361=OBJaddnew(1043,928,377+1024*0,0,0);//swashbucker

object* item000362=OBJaddnew(1046,925,377+1024*0,0,0);//swashbucker

object* item000363=OBJaddnew(1047,927,377+1024*0,0,0);//swashbucker

object* item000364=OBJaddnew(1028,917,382+1024*0,0,0);//guard

object* item000365=OBJaddnew(1055,935,377+1024*0,0,0);//swashbucker

object* item000366=OBJaddnew(1056,934,376+1024*0,0,0);//fighter

object* item000367=OBJaddnew(1056,936,377+1024*0,0,0);//swashbucker

object* item000368=OBJaddnew(1055,936,376+1024*0,0,0);//fighter

object* item000369=OBJaddnew(1077,932,377+1024*0,0,0);//swashbucker

object* item000370=OBJaddnew(1078,932,376+1024*0,0,0);//fighter

object* item000371=OBJaddnew(1079,932,377+1024*0,0,0);//swashbucker

object* item000372=OBJaddnew(1078,934,378+1024*0,0,0);//mage

object* item000373=OBJaddnew(1064,925,376+1024*0,0,0);//fighter

object* item000374=OBJaddnew(1064,927,377+1024*0,0,0);//swashbucker

object* item000375=OBJaddnew(1068,927,378+1024*0,0,0);//mage

object* item000376=OBJaddnew(1068,925,378+1024*0,0,0);//mage

object* item000377=OBJaddnew(1063,927,376+1024*0,0,0);//fighter

object* item000378=OBJaddnew(1063,926,377+1024*0,0,0);//swashbucker

object* item000379=OBJaddnew(1063,925,376+1024*0,0,0);//fighter

object* item000380=OBJaddnew(1025,916,22+1024*0,0,0);//platemail armour

object* item000381=OBJaddnew(1025,914,44+1024*0,0,0);//2 handed hammer

object* item000382=OBJaddnew(1025,915,28+1024*0,0,0);//swamp boots

object* item000383=OBJaddnew(1026,914,37+1024*0,0,0);//throwing axe

object* item000384=OBJaddnew(1026,914,56+1024*0,0,0);//crossbow bolt

object* item000385=OBJaddnew(1025,914,55+1024*0,0,0);//arrow

object* item000386=OBJaddnew(1067,921,376+1024*0,0,0);//fighter

object* item000387=OBJaddnew(1066,922,377+1024*0,0,0);//swashbucker

object* item000388=OBJaddnew(1066,923,376+1024*0,0,0);//fighter

object* item000389=OBJaddnew(1067,923,377+1024*0,0,0);//swashbucker

object* item000390=OBJaddnew(1082,927,378+1024*0,0,0);//mage

object* item000391=OBJaddnew(1081,930,377+1024*0,0,0);//swashbucker

object* item000392=OBJaddnew(1064,922,378+1024*0,0,0);//mage

object* item000393=OBJaddnew(1083,932,377+1024*0,0,0);//swashbucker

object* item000394=OBJaddnew(1082,931,376+1024*0,0,0);//fighter

object* item000395=OBJaddnew(1083,930,376+1024*0,0,0);//fighter


object* item000397=OBJaddnew(1048,938,377+1024*0,0,0);//swashbucker

object* item000398=OBJaddnew(1027,937,376+1024*0,0,0);//fighter

object* item000399=OBJaddnew(1028,923,376+1024*0,0,0);//fighter

object* item000417=OBJaddnew(1046,916,165+1024*0,0,0);//stalagmite

object* item000418=OBJaddnew(1050,917,165+1024*0,0,0);//stalagmite

object* item000419=OBJaddnew(1041,916,165+1024*0,0,0);//stalagmite

object* item000420=OBJaddnew(1036,914,165+1024*0,0,0);//stalagmite

object* item000421=OBJaddnew(1038,918,165+1024*0,0,0);//stalagmite

object* item000422=OBJaddnew(1035,917,165+1024*0,0,0);//stalagmite

object* item000423=OBJaddnew(1033,915,165+1024*0,0,0);//stalagmite

object* item000424=OBJaddnew(1038,915,165+1024*0,0,0);//stalagmite

object* item000425=OBJaddnew(1042,914,165+1024*0,0,0);//stalagmite


OBJaddnew(1036,916,305+1024*0,0, 61736086); // pointing at something




object* item000431=OBJaddnew(1033,918,344+1024*0,0,0);//giant bat

object* item000432=OBJaddnew(1035,915,344+1024*0,0,0);//giant bat




object* item000436=OBJaddnew(1044,917,344+1024*0,0,0);//giant bat

object* item000437=OBJaddnew(1049,925,192+1024*1,0,0);//crate

object* item000438=OBJaddnew(1042,929,192+1024*1,0,0);//crate

object* item000439=OBJaddnew(1048,925,192+1024*1,0,0);//crate

object* item000440=OBJaddnew(1043,929,192+1024*1,0,0);//crate

object* item000441=OBJaddnew(1048,925,128+1024*0,0,0);//bread

object* item000442=OBJaddnew(1048,925,130+1024*0,0,0);//rolls


object* item000444=OBJaddnew(1042,929,129+1024*0,0,0);//meat


object* item000446=OBJaddnew(1043,929,117+1024*0,0,0);//ale

object* item000447=OBJaddnew(1043,929,117+1024*0,0,0);//ale

object* item000448=OBJaddnew(1049,925,116+1024*0,0,0);//mead

object* item000449=OBJaddnew(1049,925,117+1024*0,0,0);//ale

object* item000450=OBJaddnew(1043,929,115+1024*0,0,0);//wine

object* item000451=OBJaddnew(1049,925,115+1024*0,0,0);//wine

object* item000452=OBJaddnew(1047,925,192+1024*0,0,0);//crate

object* item000453=OBJaddnew(1042,928,192+1024*0,0,0);//crate

object* item000454=OBJaddnew(1083,921,192+1024*0,0,0);//crate

object* item000455=OBJaddnew(1082,921,192+1024*0,0,0);//crate

object* item000456=OBJaddnew(1030,941,192+1024*0,0,0);//crate

object* item000457=OBJaddnew(1031,941,192+1024*0,0,0);//crate




object* item000461=OBJaddnew(1059,916,382+1024*0,0,0);//guard


object* item000463=OBJaddnew(1056,916,382+1024*0,0,0);//guard

object* item000464=OBJaddnew(1059,915,376+1024*0,0,0);//fighter

object* item000465=OBJaddnew(1055,915,376+1024*0,0,0);//fighter

object* item000466=OBJaddnew(1056,917,376+1024*0,0,0);//fighter

object* item000467=OBJaddnew(1060,917,376+1024*0,0,0);//fighter

object* item000468=OBJaddnew(1056,915,377+1024*0,0,0);//swashbucker

object* item000469=OBJaddnew(1055,917,377+1024*0,0,0);//swashbucker

object* item000470=OBJaddnew(1060,915,377+1024*0,0,0);//swashbucker

object* item000471=OBJaddnew(1059,917,377+1024*0,0,0);//swashbucker

object* item000472=OBJaddnew(1057,917,378+1024*0,0,0);//mage

object* item000473=OBJaddnew(1058,917,378+1024*0,0,0);//mage

myobj=OBJaddnew(1032,932,297+1024*8,0,477);//matched door pair
myobj->more=(object*)OBJaddnew( 1033,932,297 + 1024*9,0,(unsigned long)myobj);//matched door pair

object* item000479=OBJaddnew(1034,926,197+1024*0,0,0);//wine cask

object* item000480=OBJaddnew(1035,926,197+1024*1,0,0);//wine cask

object* item000481=OBJaddnew(1034,927,197+1024*2,0,0);//wine cask

object* item000482=OBJaddnew(1035,927,197+1024*3,0,0);//wine cask

object* item000483=OBJaddnew(1030,926,192+1024*1,0,0);//crate

object* item000484=OBJaddnew(1030,927,192+1024*0,0,0);//crate

object* item000485=OBJaddnew(1030,928,192+1024*1,0,0);//crate

object* item000486=OBJaddnew(1035,929,192+1024*1,0,0);//crate

object* item000487=OBJaddnew(1035,930,192+1024*1,0,0);//crate

object* item000488=OBJaddnew(1035,931,192+1024*0,0,0);//crate

object* item000489=OBJaddnew(1030,931,192+1024*1,0,0);//crate

object* item000490=OBJaddnew(1030,930,192+1024*0,0,0);//crate

object* item000491=OBJaddnew(1030,929,192+1024*0,0,0);//crate

object* item000492=OBJaddnew(1035,929,115+1024*0,0,0);//wine

object* item000493=OBJaddnew(1035,930,115+1024*0,0,0);//wine

object* item000494=OBJaddnew(1030,926,115+1024*0,0,0);//wine

object* item000495=OBJaddnew(1030,928,115+1024*0,0,0);//wine

object* item000496=OBJaddnew(1030,931,115+1024*0,0,0);//wine

